candidate_id,corpus,split,source_file,sent_id,head_id,head_form,head_lemma,upos,xpos,head_deprel,feats,has_voice_pass,has_nsubj_pass,has_obl_agent,aux_pass_lemmas,aux_lemmas,cop_lemmas,participle_like,parent_id,parent_form,parent_deprel,head_children,provisional_streams,sentence,sentence_marked,sampling_stream,sample_set,sample_rank
gum|train|GUM_podcast_pandemic-5|9,gum,train,en_gum-ud-train.conllu,GUM_podcast_pandemic-5,9,passed,pass,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,5,means,root,6:nsubj:pass:it;7:aux:pass:is;8:advmod:easily;12:obl:person;14:obl:another,core_be;passive_ledger,"Now, highly infectious means it is easily passed from one person to another.","Now , highly infectious means it is easily [[passed]] from one person to another .",core_be,heldout,7
gum|test|GUM_interview_libertarian-23|14,gum,test,en_gum-ud-test.conllu,GUM_interview_libertarian-23,14,done,do,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:advcl:Compared;12:nsubj:you;13:aux:have;16:advmod:well;19:obl:polling;20:punct:.,foil_perfect,"Compared to previous third party candidates at the gubernatorial level, you have done exceptionally well in opinion polling.","Compared to previous third party candidates at the gubernatorial level , you have [[done]] exceptionally well in opinion polling .",foil_perfect,analytic_foil_candidate,45
ewt|dev|email-enronsent30_02-0004|18,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent30_02-0004,18,had,have,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,14,things,nsubj,16:nsubj:you;17:aux:have;20:xcomp:do,foil_participial_modifier;foil_perfect,In the past there have been .. and maybe there still are many things that you have had to do without.,In the past there have been .. and maybe there still are many things that you have [[had]] to do without .,foil_participial_modifier,analytic_foil_candidate,34
gum|train|GUM_news_defector-18|8,gum,train,en_gum-ud-train.conllu,GUM_news_defector-18,8,received,receive,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,4,stated,root,5:nsubj:they;6:aux:have;7:advmod:not;10:obj:materials,foil_perfect,Scientology officials have stated they have not received the materials.,Scientology officials have stated they have not [[received]] the materials .,foil_perfect,analytic_foil_candidate,9
gum|train|GUM_podcast_llms-14|25,gum,train,en_gum-ud-train.conllu,GUM_podcast_llms-14,25,brought,bring,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,21,concerns,nmod,22:obj:that;23:nsubj:people;24:aux:have;26:compound:prt:up;29:obl:stuff,foil_participial_modifier;foil_perfect,"So I put together a relatively -- I -- it's not comprehensive, but a relatively detailed list of concerns that people have brought up about this stuff.","So I put together a relatively -- I -- it 's not comprehensive , but a relatively detailed list of concerns that people have [[brought]] up about this stuff .",foil_participial_modifier,analytic_foil_candidate,49
gum|train|GUM_news_defector-25|19,gum,train,en_gum-ud-train.conllu,GUM_news_defector-25,19,taken,take,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,4:advcl:taken;17:nsubj:pass:he;18:aux:pass:was;24:obl:Towers;25:punct:.,core_be;passive_ledger,"Instead of being taken to a hotel, where he could route out as promised, he was taken to the Century City Towers.","Instead of being taken to a hotel , where he could route out as promised , he was [[taken]] to the Century City Towers .",core_be,analytic_core_candidate,56
gum|train|GUM_bio_marbles-31|4,gum,train,en_gum-ud-train.conllu,GUM_bio_marbles-31,4,professionalized,professionalize,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:Marbles;2:aux:has;3:advmod:also;7:obj:affairs;9:advcl:expanding;38:punct:.;40:dep:8,foil_perfect,"Marbles has also professionalized her business affairs by expanding her business and bringing in people to help, including, a personal assistant, a business manager, and her mother (the chief executive officer). [8]","Marbles has also [[professionalized]] her business affairs by expanding her business and bringing in people to help , including , a personal assistant , a business manager , and her mother ( the chief executive officer ) . [ 8 ]",foil_perfect,heldout,34
ewt|train|reviews-004940-0004|8,ewt,train,en_ewt-ud-train.conllu,reviews-004940-0004,8,rushed,rush,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,6,needed,root,10:conj:shipped,passive_ledger;peripheral_manual_probe,"On one order, we needed it rushed and shipped to a different state.","On one order , we needed it [[rushed]] and shipped to a different state .",peripheral_manual_probe,analytic_peripheral_candidate,13
ewt|dev|email-enronsent00_02-0024|9,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent00_02-0024,9,made,make,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,will,_,1,3,clear,root,4:mark:that;6:nsubj:pass:payment;7:aux:will;8:aux:pass:be;11:obl:shares,core_be;passive_ledger,It is clear that the payment will be made in shares.,It is clear that the payment will be [[made]] in shares .,core_be,analytic_core_candidate,42
gum|dev|GUM_academic_librarians-8|36,gum,dev,en_gum-ud-dev.conllu,GUM_academic_librarians-8,36,involved,involve,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,get,_,_,1,33,wanted,acl:relcl,34:mark:to;35:aux:pass:get;38:obl:DH,passive_ledger;peripheral_manual_probe,"A year later, the National Library of the Netherlands (Koninklijke Bibliotheek), and the University Library of the Vrije Universiteit Amsterdam again concluded that librarians at their institutes who wanted to get involved in DH needed more training to adequately support researchers and students in this field.","A year later , the National Library of the Netherlands ( Koninklijke Bibliotheek ) , and the University Library of the Vrije Universiteit Amsterdam again concluded that librarians at their institutes who wanted to get [[involved]] in DH needed more training to adequately support researchers and students in this field .",peripheral_manual_probe,analytic_peripheral_candidate,5
ewt|test|reviews-085009-0003|4,ewt,test,en_ewt-ud-test.conllu,reviews-085009-0003,4,completed,complete,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:work;3:aux:pass:was;7:obl:week;12:conj:cleaned;16:punct:.,core_be;passive_ledger,"The work was completed within one week, and everything was cleaned up on completion.","The work was [[completed]] within one week , and everything was cleaned up on completion .",core_be,analytic_core_candidate,41
gum|train|GUM_news_hackers-20|26,gum,train,en_gum-ud-train.conllu,GUM_news_hackers-20,26,occurred,occur,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,16,theorized,root,17:mark:that;24:nsubj:attack;25:aux:had,foil_perfect,"Posts on the message board for the Scientology-critic site Operation Clambake from Friday theorized that a denial-of-service attack had occurred, and wrote that as of Friday the Scientology.org site was either not loading at all, or loading very slowly.","Posts on the message board for the Scientology - critic site Operation Clambake from Friday theorized that a denial - of - service attack had [[occurred]] , and wrote that as of Friday the Scientology.org site was either not loading at all , or loading very slowly .",foil_perfect,analytic_foil_candidate,57
gum|dev|GUM_court_loan-27|53,gum,dev,en_gum-ud-dev.conllu,GUM_court_loan-27,53,announced,announce,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,49,limitations,obj,50:obj:that;51:nsubj:he;52:aux:had;55:obl:part,foil_participial_modifier;foil_perfect,And I think the straightforward way to think about how the verbs map onto the Secretary's action is that he waived elements of those provisions that contain eligibility requirements for discharge and cancellation that are inapplicable under this program and then modified the provisions to contain the limitations that he had announced as part and parcel of announcing this loan forgiveness.,And I think the straightforward way to think about how the verbs map onto the Secretary 's action is that he waived elements of those provisions that contain eligibility requirements for discharge and cancellation that are inapplicable under this program and then modified the provisions to contain the limitations that he had [[announced]] as part and parcel of announcing this loan forgiveness .,foil_participial_modifier,analytic_foil_candidate,40
gum|train|GUM_news_warming-23|18,gum,train,en_gum-ud-train.conllu,GUM_news_warming-23,18,taken,take,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,15,need,acl:relcl,14:nsubj:pass:that;16:mark:to;17:aux:pass:be;20:advcl:improve,core_be;passive_ledger,"Ozone is something that we understand the causes of, and the steps that need to be taken to improve air quality.""","Ozone is something that we understand the causes of , and the steps that need to be [[taken]] to improve air quality . """,core_be,heldout,21
gum|train|GUM_court_carpet-72|26,gum,train,en_gum-ud-train.conllu,GUM_court_carpet-72,26,told,tell,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,21,story,parataxis,"22:punct:,;23:obj:that;24:nsubj:you;25:aux:'ve;28:iobj:Roberts",foil_participial_modifier;foil_perfect,"Uh I do emphasize that I'm reading it, this is not evidence, this is only y- your story, that you've told Mr. Roberts.","Uh I do emphasize that I 'm reading it , this is not evidence , this is only y- your story , that you 've [[told]] Mr. Roberts .",foil_participial_modifier,analytic_foil_candidate,56
gum|test|GUM_voyage_vavau-30|23,gum,test,en_gum-ud-test.conllu,GUM_voyage_vavau-30,23,used,use,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,16,tree,conj,"17:punct:,;19:nsubj:pass:bark;22:aux:pass:is;25:advcl:make",core_be;passive_ledger,"Tropical vegetation includes the pandanus or screw pine, the casuarina, and the mulberry tree, the bark of which is used to make tapa cloth.","Tropical vegetation includes the pandanus or screw pine , the casuarina , and the mulberry tree , the bark of which is [[used]] to make tapa cloth .",core_be,analytic_core_candidate,53
gum|train|GUM_textbook_grit-37|12,gum,train,en_gum-ud-train.conllu,GUM_textbook_grit-37,12,seen,see,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,4,viewed,root,11:cc:and;17:obl:way,passive_ledger;peripheral_manual_probe,Failed attempts are viewed as merely part of the process and seen as a very useful way to gain knowledge that moves you toward success.,Failed attempts are viewed as merely part of the process and [[seen]] as a very useful way to gain knowledge that moves you toward success .,peripheral_manual_probe,heldout,12
gum|train|GUM_academic_replication-24|6,gum,train,en_gum-ud-train.conllu,GUM_academic_replication-24,6,agreed,agree,VERB,VBN,amod,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,7,premise,obl,5:advmod:widely,passive_ledger;peripheral_reduced_embedded,"We start from the widely agreed premise that testing the reproducibility of findings should have an essential role in the testing and refinement of theory, at least for hypothesis-testing epistemologies that seek to ascertain generalizability and for other epistemologies in which constructs are deemed to be definable and observable.","We start from the widely [[agreed]] premise that testing the reproducibility of findings should have an essential role in the testing and refinement of theory , at least for hypothesis - testing epistemologies that seek to ascertain generalizability and for other epistemologies in which constructs are deemed to be definable and observable .",peripheral_reduced_embedded,analytic_peripheral_candidate,24
ewt|train|answers-20111106144630AAadR8l_ans-0009|9,ewt,train,en_ewt-ud-train.conllu,answers-20111106144630AAadR8l_ans-0009,9,told,tell,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:advmod:Than;3:nsubj:pass:troops;8:aux:pass:were;14:ccomp:cleaning;20:punct:.,core_be;passive_ledger,"Than the troops being issued the weapon were told it was self-cleaning, which it wasn't.","Than the troops being issued the weapon were [[told]] it was self - cleaning , which it was n't .",core_be,analytic_core_candidate,31
ewt|test|newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0004|9,ewt,test,en_ewt-ud-test.conllu,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0004,9,arrested,arrest,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,2,said,root,4:nsubj:pass:Dar;8:aux:pass:was;14:obl:Kashmir;16:conj:belonged,core_be;passive_ledger,"He said Mr Dar, 33, was arrested in Indian-administered Kashmir and belonged to the outlawed Lashkar-e-Toiba militant group.","He said Mr Dar , 33 , was [[arrested]] in Indian - administered Kashmir and belonged to the outlawed Lashkar - e - Toiba militant group .",core_be,analytic_core_candidate,40
ewt|train|weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0037|11,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0037,11,advised,advise,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,would,_,1,3,pointed,root,5:mark:that;6:nsubj:pass:India;7:aux:would;8:aux:pass:be;9:advmod:ill;14:xcomp:involved;27:advcl:had,core_be;passive_ledger,"But Kalkat pointed out that India would be ill-advised to be involved again, militarily, with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka's Jaffna peninsula by the narrow Palk Straits.","But Kalkat pointed out that India would be ill - [[advised]] to be involved again , militarily , with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka 's Jaffna peninsula by the narrow Palk Straits .",core_be,analytic_core_candidate,57
gum|train|GUM_interview_ants-52|10,gum,train,en_gum-ud-train.conllu,GUM_interview_ants-52,10,measured,measure,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,can,_,1,_,_,_,2:advcl:adding;7:nsubj:pass:ROS;8:aux:can;9:aux:pass:be;11:xcomp:using;22:punct:.,core_be;passive_ledger,"By adding certain chemicals, the ROS can be measured using the emission of light of a certain wave-length.","By adding certain chemicals , the ROS can be [[measured]] using the emission of light of a certain wave - length .",core_be,analytic_core_candidate,25
gum|train|GUM_bio_moreau-36|11,gum,train,en_gum-ud-train.conllu,GUM_bio_moreau-36,11,known,know,VERB,VBN,amod,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,18,directors,nmod,10:advmod:best,passive_ledger;peripheral_reduced_embedded,Moreau went on to work with many of the best known New Wave and avant-garde directors. [2],Moreau went on to work with many of the best [[known]] New Wave and avant - garde directors . [ 2 ],peripheral_reduced_embedded,heldout,30
ewt|train|email-enronsent24_01-0035|5,ewt,train,en_ewt-ud-train.conllu,email-enronsent24_01-0035,5,included,include,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,_,_,_,2:nsubj:pass:language;3:aux:has;4:aux:pass:been;9:obl:draft;10:punct:.,core_be;passive_ledger,This language has been included in the attached draft.,This language has been [[included]] in the attached draft .,core_be,analytic_core_candidate,55
ewt|train|answers-20111108075853AAUIKRQ_ans-0008|8,ewt,train,en_ewt-ud-train.conllu,answers-20111108075853AAUIKRQ_ans-0008,8,appreciated,appreciate,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,would,_,1,_,_,_,2:nsubj:pass:answers;5:aux:wud;6:aux:pass:be;7:advmod:highly;10:discourse:thanks,core_be;passive_ledger,ur answers and reviews wud be highly appreciated.......thanks!!!!!!!,ur answers and reviews wud be highly [[appreciated]] ....... thanks !!!!!!!,core_be,analytic_core_candidate,7
gum|train|GUM_speech_remarks-8|4,gum,train,en_gum-ud-train.conllu,GUM_speech_remarks-8,4,given,give,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:I;2:aux:have;3:advmod:n't;7:obj:speech;11:obl:years;20:parataxis:practice;30:punct:.,foil_perfect,"I haven't given a political speech for about 3 years, so I am a little out of practice, but I am gradually getting back into it.","I have n't [[given]] a political speech for about 3 years , so I am a little out of practice , but I am gradually getting back into it .",foil_perfect,analytic_foil_candidate,58
gum|train|GUM_news_crane-5|31,gum,train,en_gum-ud-train.conllu,GUM_news_crane-5,31,taken,take,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,19,said,root,"20:punct:"";22:nsubj:pass:those;29:aux:have;30:aux:pass:been;33:obl:hospital;34:punct:.;36:parataxis:are;43:punct:.;44:punct:""",core_be;passive_ledger,"Civil Defense Authority director General Suleiman al-Amr, in remarks to al-Ikhbariya television, said ""All those who were wounded and the dead have been taken to hospital. There are no casualties left at the location.""","Civil Defense Authority director General Suleiman al - Amr , in remarks to al - Ikhbariya television , said "" All those who were wounded and the dead have been [[taken]] to hospital . There are no casualties left at the location . """,core_be,heldout,28
gum|test|GUM_academic_discrimination-18|24,gum,test,en_gum-ud-test.conllu,GUM_academic_discrimination-18,24,described,describe,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,23,measure,obl,25:advmod:above,passive_ledger;peripheral_reduced_embedded,"All respondents who indicated they were discriminated against — specifically, those who responded with sometimes or often to the perceived discrimination measure described above — were asked the following question:","All respondents who indicated they were discriminated against — specifically , those who responded with sometimes or often to the perceived discrimination measure [[described]] above — were asked the following question :",peripheral_reduced_embedded,heldout,38
ewt|train|newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0045|8,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0045,8,cut,cut,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,2,George,nsubj,"5:punct:,;6:nsubj:who;7:aux:has;10:obj:holiday;13:xcomp:short",foil_participial_modifier;foil_perfect,"President George W Bush, who has cut his holiday two days short, has called on Americans to donate to the Red Cross or other organisations.","President George W Bush , who has [[cut]] his holiday two days short , has called on Americans to donate to the Red Cross or other organisations .",foil_participial_modifier,analytic_foil_candidate,28
ewt|train|reviews-020851-0004|5,ewt,train,en_ewt-ud-train.conllu,reviews-020851-0004,5,discounted,discount,VERB,VBN,amod,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,7,items,obl,_,passive_ledger;peripheral_reduced_embedded,I love it for discounted beauty items and household appliances.,I love it for [[discounted]] beauty items and household appliances .,peripheral_reduced_embedded,heldout,33
gum|test|GUM_news_sensitive-23|5,gum,test,en_gum-ud-test.conllu,GUM_news_sensitive-23,5,found,find,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,_,_,_,1,_,_,_,"1:punct:"";4:nsubj:pass:document;9:obl:street;10:punct:"";12:dep:CBC.ca",passive_ledger;peripheral_manual_probe,"""Sensitive government document found on rainy Ottawa street"" — CBC.ca, August 15, 2008",""" Sensitive government document [[found]] on rainy Ottawa street "" — CBC.ca , August 15 , 2008",peripheral_manual_probe,analytic_peripheral_candidate,11
ewt|train|newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007|20,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0007,20,reintroduced,reintroduce,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,be,have,_,1,13,defeated,root,16:cc:but;17:advmod:already;18:aux:has;19:aux:pass:been;25:obl:session,passive_ledger;peripheral_manual_probe,"A measure to amend the NC Constitution to ban gay marriage was defeated last year but already has been reintroduced in the 2005 legislative session, so there is a real need for visible support for the “pro-same-gender-marriage” side of this issue.","A measure to amend the NC Constitution to ban gay marriage was defeated last year but already has been [[reintroduced]] in the 2005 legislative session , so there is a real need for visible support for the “ pro-same - gender - marriage ” side of this issue .",peripheral_manual_probe,heldout,38
ewt|train|weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020|6,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020,6,collapsed,collapse,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,3:nsubj:army;4:aux:had;5:advmod:virtually;10:obl:invasion;13:punct:.,foil_perfect,Its ramshackle army had virtually collapsed before the American invasion in 2003.,Its ramshackle army had virtually [[collapsed]] before the American invasion in 2003 .,foil_perfect,analytic_foil_candidate,49
gum|train|GUM_news_defector-25|4,gum,train,en_gum-ud-train.conllu,GUM_news_defector-25,4,taken,take,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,be,_,_,1,19,taken,root,"1:mark:Instead;3:aux:pass:being;7:obl:hotel;16:punct:,",passive_ledger;peripheral_manual_probe,"Instead of being taken to a hotel, where he could route out as promised, he was taken to the Century City Towers.","Instead of being [[taken]] to a hotel , where he could route out as promised , he was taken to the Century City Towers .",peripheral_manual_probe,heldout,25
gum|train|GUM_bio_chao-23|8,gum,train,en_gum-ud-train.conllu,GUM_bio_chao-23,8,invited,invite,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,_,_,_,1:advmod:Late;6:nsubj:pass:he;7:aux:pass:was;10:obl:agent:Deng;13:xcomp:return;18:punct:.,core_be;passive_ledger,"Late in his life, he was invited by Deng Xiaoping to return to China in 1981.","Late in his life , he was [[invited]] by Deng Xiaoping to return to China in 1981 .",core_be,heldout,39
ewt|train|reviews-323449-0008|11,ewt,train,en_ewt-ud-train.conllu,reviews-323449-0008,11,set,set,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,10,routes,obl,13:obl:children,passive_ledger;peripheral_reduced_embedded,"I don't want to waste my time on routes set for children, but I don't want to take on something I can't handle just to strain myself to exhaustion.","I do n't want to waste my time on routes [[set]] for children , but I do n't want to take on something I ca n't handle just to strain myself to exhaustion .",peripheral_reduced_embedded,heldout,2
ewt|dev|email-enronsent28_03-0033|5,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent28_03-0033,5,tossed,toss,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,get,_,_,1,_,_,_,3:nsubj:pass:bed;4:aux:pass:got;8:obl:dumpster;9:punct:.,passive_ledger;peripheral_get,My old bed got tossed in a dumpster.,My old bed got [[tossed]] in a dumpster .,peripheral_get,analytic_peripheral_candidate,32
ewt|train|reviews-010378-0003|22,ewt,train,en_ewt-ud-train.conllu,reviews-010378-0003,22,enrolled,enroll,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,17,kept,acl:relcl,19:mark:as;20:nsubj:pass:I;21:aux:pass:am;27:obl:program,core_be;passive_ledger,"During the session, he demanded to have my physical address, which I've always kept private as I am enrolled in a witness protection program.","During the session , he demanded to have my physical address , which I 've always kept private as I am [[enrolled]] in a witness protection program .",core_be,analytic_core_candidate,19
ewt|train|weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0004|20,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0004,20,made,make,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,16,president,appos,18:nsubj:who;19:aux:had;22:obj:coup;24:obl:1999;27:conj:thrown,foil_participial_modifier;foil_perfect,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had [[made]] a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .",foil_participial_modifier,analytic_foil_candidate,40
ewt|train|reviews-010393-0004|3,ewt,train,en_ewt-ud-train.conllu,reviews-010393-0004,3,towed,tow,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:They;2:aux:have;4:obj:car;6:obl:me;9:obl:unmarked:times;15:conj:satisfied;19:punct:.,foil_perfect,They have towed car for me a few times and I am always very satisfied with this services.,They have [[towed]] car for me a few times and I am always very satisfied with this services .,foil_perfect,analytic_foil_candidate,37
gum|dev|GUM_whow_overalls-31|4,gum,dev,en_gum-ud-dev.conllu,GUM_whow_overalls-31,4,got,get,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:You;2:aux:’ve;3:advmod:probably;5:obj:them;8:xcomp:way;30:conj:last;32:punct:.,foil_perfect,"You’ve probably got them just the way you like them, but if you move the adjusters up or down on the straps occasionally, the straps will last longer.","You ’ve probably [[got]] them just the way you like them , but if you move the adjusters up or down on the straps occasionally , the straps will last longer .",foil_perfect,analytic_foil_candidate,36
ewt|dev|newsgroup-groups.google.com_KatrinaAlliance_5aa2d7f53b76354f_ENG_20051125_134100-0002|61,ewt,dev,en_ewt-ud-dev.conllu,newsgroup-groups.google.com_KatrinaAlliance_5aa2d7f53b76354f_ENG_20051125_134100-0002,61,known,know,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,58,Thomas,nmod,"59:punct:,;60:advmod:now;64:obl:Garden",passive_ledger;peripheral_reduced_embedded,"The complaint, filed with the United States Department of Housing and Urban Development, accuses HANO of violating a 2003 enforcement agreement entered into between former St. Thomas Housing Development residents, the City of New Orleans, HANO, and the U.S. Department of Housing and Urban Development during the HOPE VI redevelopment of St. Thomas, now known as River Garden.","The complaint , filed with the United States Department of Housing and Urban Development , accuses HANO of violating a 2003 enforcement agreement entered into between former St. Thomas Housing Development residents , the City of New Orleans , HANO , and the U.S. Department of Housing and Urban Development during the HOPE VI redevelopment of St. Thomas , now [[known]] as River Garden .",peripheral_reduced_embedded,analytic_peripheral_candidate,9
ewt|train|reviews-122270-0006|27,ewt,train,en_ewt-ud-train.conllu,reviews-122270-0006,27,established,establish,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,24,reputation,conj,25:nsubj:she;26:aux:has,foil_participial_modifier;foil_perfect,"My dental surgeon, Dr. Lucy Nichols is clearly a dental perfectionist and clearly proud both of the work she does and the reputation she has established.","My dental surgeon , Dr. Lucy Nichols is clearly a dental perfectionist and clearly proud both of the work she does and the reputation she has [[established]] .",foil_participial_modifier,analytic_foil_candidate,16
ewt|train|answers-20111108091921AAaLK4e_ans-0054|3,ewt,train,en_ewt-ud-train.conllu,answers-20111108091921AAaLK4e_ans-0054,3,seen,see,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:I;2:aux:have;5:ccomp:Loose;30:parataxis:wondering;32:punct:...,foil_perfect,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to...,I have [[seen]] horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to ...,foil_perfect,analytic_foil_candidate,36
gum|train|GUM_news_stampede-8|3,gum,train,en_gum-ud-train.conllu,GUM_news_stampede-8,3,required,require,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:nsubj:pass:Muslims;2:aux:pass:are;5:xcomp:make;18:advcl:possible;32:punct:.,core_be;passive_ledger,"Muslims are required to make a pilgrimage to Mecca during their lifetimes, if physically or financially possible, as it is one of the five pillars of the Islamic faith.","Muslims are [[required]] to make a pilgrimage to Mecca during their lifetimes , if physically or financially possible , as it is one of the five pillars of the Islamic faith .",core_be,heldout,10
gum|dev|GUM_news_homeopathic-4|27,gum,dev,en_gum-ud-dev.conllu,GUM_news_homeopathic-4,27,described,describe,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,20,form,appos,24:nsubj:pass:that;25:aux:has;26:aux:pass:been;29:obl:pseudoscience,core_be;passive_ledger;peripheral_reduced_embedded,"She died from infection caused by severe eczema after they shunned effective conventional medical treatments for homeopathy, a form of alternative medicine that has been described as pseudoscience.","She died from infection caused by severe eczema after they shunned effective conventional medical treatments for homeopathy , a form of alternative medicine that has been [[described]] as pseudoscience .",core_be,analytic_core_candidate,59
