candidate_id,corpus,split,source_file,sent_id,head_id,head_form,head_lemma,upos,xpos,head_deprel,feats,has_voice_pass,has_nsubj_pass,has_obl_agent,aux_pass_lemmas,aux_lemmas,cop_lemmas,participle_like,parent_id,parent_form,parent_deprel,head_children,provisional_streams,sentence,sentence_marked,sampling_stream,sample_set,sample_rank,pilot_pack,pilot_corpus,pilot_class,pilot_stream,pilot_item_id,pilot_order_first,pilot_order_second
ewt|train|weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0037|11,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0037,11,advised,advise,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,would,_,1,3,pointed,root,5:mark:that;6:nsubj:pass:India;7:aux:would;8:aux:pass:be;9:advmod:ill;14:xcomp:involved;27:advcl:had,core_be;passive_ledger,"But Kalkat pointed out that India would be ill-advised to be involved again, militarily, with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka's Jaffna peninsula by the narrow Palk Straits.","But Kalkat pointed out that India would be ill - [[advised]] to be involved again , militarily , with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka 's Jaffna peninsula by the narrow Palk Straits .",core_be,analytic_core_candidate,57,fit_gate,ewt,core,core_be,FG040,35,26
ewt|train|weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0011|4,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0011,4,become,become,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:It;2:aux:has;3:advmod:also;7:xcomp:depot,foil_perfect,"It has also become an arms depot of the Liberation Tigers of Tamil Eelam (LTTE), who operate almost freely in the Andaman Sea.","It has also [[become]] an arms depot of the Liberation Tigers of Tamil Eelam ( LTTE ) , who operate almost freely in the Andaman Sea .",foil_perfect,analytic_foil_candidate,9,fit_gate,ewt,foil,foil_perfect,FG041,61,22
ewt|train|weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0046|10,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0046,10,said,say,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,be,1,36,said,root,"1:punct:"";2:nsubj:outer:What;5:cop:is;6:mark:that;7:nsubj:he;8:aux:'s;9:advmod:always;15:ccomp:obligation;24:punct:,;25:punct:""",foil_copular_participle;foil_perfect,"""What we know is that he's always said it was a religious obligation to have the same weapons as their enemies,"" former CIA OBL unit counter terrorism chief Michael Scheuer has said.",""" What we know is that he 's always [[said]] it was a religious obligation to have the same weapons as their enemies , "" former CIA OBL unit counter terrorism chief Michael Scheuer has said .",foil_copular_participle,analytic_foil_candidate,11,fit_gate,ewt,foil,foil_copular_participle,FG042,76,2
ewt|train|weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0077|18,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0077,18,collected,collect,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,13,noted,root,14:mark:that;16:nsubj:FBI;17:aux:had;21:obj:strain;24:obl:sources,foil_perfect,Senator Patrick Leahy at a Congressional hearing in the Spring of 2002 noted that the FBI had collected the Ames strain from 20 sources.,Senator Patrick Leahy at a Congressional hearing in the Spring of 2002 noted that the FBI had [[collected]] the Ames strain from 20 sources .,foil_perfect,analytic_foil_candidate,31,fit_gate,ewt,foil,foil_perfect,FG043,62,23
ewt|train|weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0003|3,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0003,3,been,be,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:expl:There;2:aux:has;4:nsubj:talk,foil_perfect,There has been talk that the night curfew might be implemented again.,There has [[been]] talk that the night curfew might be implemented again .,foil_perfect,analytic_foil_candidate,30,fit_gate,ewt,foil,foil_perfect,FG044,19,28
ewt|train|weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0006|9,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0006,9,taken,take,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,have,_,1,_,_,_,4:obl:talk;6:nsubj:pass:Posada;7:aux:has;8:aux:pass:been;11:obl:custody;14:obl:agent:officials;15:punct:.,core_be;passive_ledger,"Because of such talk, Posada has been taken into custody by Immigration officials.","Because of such talk , Posada has been [[taken]] into custody by Immigration officials .",core_be,analytic_core_candidate,33,fit_gate,ewt,core,core_be,FG045,45,43
ewt|train|weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0004|20,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0004,20,made,make,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,16,president,appos,18:nsubj:who;19:aux:had;22:obj:coup;24:obl:1999;27:conj:thrown,foil_participial_modifier;foil_perfect,"These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military ""president"" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.","These are 1 ) Assassinate or overthrow Gen. Pervez Musharraf , the Pakistani military "" president "" who had [[made]] a coup in 1999 and has thrown in his lot with the United States against the Taliban and al - Qaeda .",foil_participial_modifier,analytic_foil_candidate,40,fit_gate,ewt,foil,foil_participial_modifier,FG046,85,89
ewt|train|weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020|6,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020,6,collapsed,collapse,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,3:nsubj:army;4:aux:had;5:advmod:virtually;10:obl:invasion;13:punct:.,foil_perfect,Its ramshackle army had virtually collapsed before the American invasion in 2003.,Its ramshackle army had virtually [[collapsed]] before the American invasion in 2003 .,foil_perfect,analytic_foil_candidate,49,fit_gate,ewt,foil,foil_perfect,FG047,24,41
ewt|train|weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0086|36,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0086,36,let,let,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,16,days,nmod,"22:punct:,;23:cc:and;24:advmod:how;25:advmod:whenever;34:nsubj:pass:he;35:aux:pass:was;37:xcomp:go;41:advcl:discovered",core_be;passive_ledger,"GOODWYN: According to Archibald, Mr. Bush would also sometimes tell stories about his days at Yale in New Haven, and how whenever he got pulled over for erratic driving, he was let go after the officers discovered he was the grandson of a Connecticut US senator.","GOODWYN : According to Archibald , Mr. Bush would also sometimes tell stories about his days at Yale in New Haven , and how whenever he got pulled over for erratic driving , he was [[let]] go after the officers discovered he was the grandson of a Connecticut US senator .",core_be,analytic_core_candidate,14,fit_gate,ewt,core,core_be,FG048,72,9
ewt|train|weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0030|20,ewt,train,en_ewt-ud-train.conllu,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000-0030,20,pushed,push,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,pushed,root,"17:punct:,;18:cc:and;19:aux:had;23:obj:Arabs;26:obl:arms",foil_perfect,"The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard, and had pushed many Sunni Arabs into the arms of the guerrillas.","The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard , and had [[pushed]] many Sunni Arabs into the arms of the guerrillas .",foil_perfect,analytic_foil_candidate,25,fit_gate,ewt,foil,foil_perfect,FG049,3,76
ewt|train|weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013|18,ewt,train,en_ewt-ud-train.conllu,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013,18,based,base,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,13,report,obj,16:nsubj:pass:which;17:aux:pass:was;20:obl:information,core_be;passive_ledger,The prestigious IAEA (International Atomic Energy Agency) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects.,The prestigious IAEA ( International Atomic Energy Agency ) published an early report on Chernobyl which was [[based]] on information from Russian sources and stated that there was no significant health effects .,core_be,analytic_core_candidate,48,fit_gate,ewt,core,core_be,FG050,81,27
gum|dev|GUM_court_negligence-18|13,gum,dev,en_gum-ud-dev.conllu,GUM_court_negligence-18,13,dived,dive,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,case,root,"9:punct:,;10:cc:but;11:nsubj:you;12:aux:have;14:advmod:headlong;17:obl:weeds",foil_perfect,"This is this is your case to plead, but you have dived headlong into the weeds.","This is this is your case to plead , but you have [[dived]] headlong into the weeds .",foil_perfect,analytic_foil_candidate,6,fit_gate,gum,foil,foil_perfect,FG051,87,1
gum|dev|GUM_court_negligence-39|12,gum,dev,en_gum-ud-dev.conllu,GUM_court_negligence-39,12,made,make,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,be,1,_,_,_,1:cc:And;2:nsubj:outer:what;7:cop:is;8:mark:that;10:nsubj:outer:court;11:aux:has;13:expl:it;15:xcomp:clear;22:ccomp:wrongful;23:punct:.,foil_copular_participle;foil_perfect,And what I wish to emphasize is that this court has made it abundantly clear that careless behavior alone is not wrongful.,And what I wish to emphasize is that this court has [[made]] it abundantly clear that careless behavior alone is not wrongful .,foil_copular_participle,analytic_foil_candidate,23,fit_gate,gum,foil,foil_copular_participle,FG052,54,29
gum|dev|GUM_essay_tools-42|3,gum,dev,en_gum-ud-dev.conllu,GUM_essay_tools-42,3,followed,follow,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:Computers;2:aux:have;6:obj:pattern;7:punct:.,foil_perfect,Computers have followed a similar pattern.,Computers have [[followed]] a similar pattern .,foil_perfect,analytic_foil_candidate,21,fit_gate,gum,foil,foil_perfect,FG053,29,14
gum|dev|GUM_interview_cyclone-35|9,gum,dev,en_gum-ud-dev.conllu,GUM_interview_cyclone-35,9,read,read,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,5,reports,obl,6:obj:that;7:nsubj:I;8:aux:have,foil_participial_modifier;foil_perfect,"From all the press reports that I have read, the Indian government appears to have taken the threat of Cyclone Phailin very seriously indeed.","From all the press reports that I have [[read]] , the Indian government appears to have taken the threat of Cyclone Phailin very seriously indeed .",foil_participial_modifier,analytic_foil_candidate,34,fit_gate,gum,foil,foil_participial_modifier,FG054,44,31
gum|dev|GUM_news_homeopathic-4|27,gum,dev,en_gum-ud-dev.conllu,GUM_news_homeopathic-4,27,described,describe,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,20,form,appos,24:nsubj:pass:that;25:aux:has;26:aux:pass:been;29:obl:pseudoscience,core_be;passive_ledger;peripheral_reduced_embedded,"She died from infection caused by severe eczema after they shunned effective conventional medical treatments for homeopathy, a form of alternative medicine that has been described as pseudoscience.","She died from infection caused by severe eczema after they shunned effective conventional medical treatments for homeopathy , a form of alternative medicine that has been [[described]] as pseudoscience .",core_be,analytic_core_candidate,59,fit_gate,gum,core,core_be,FG055,28,83
gum|test|GUM_academic_discrimination-11|12,gum,test,en_gum-ud-test.conllu,GUM_academic_discrimination-11,12,intended,intend,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,3:nsubj:pass:trainings;11:aux:pass:are;14:xcomp:reduce;32:punct:.;34:dep:12,core_be;passive_ledger,"Mandatory diversity trainings in professional settings, for example, are intended to reduce bias in the workplace by increasing the awareness of employees regarding the challenges facing minority group members. [12]","Mandatory diversity trainings in professional settings , for example , are [[intended]] to reduce bias in the workplace by increasing the awareness of employees regarding the challenges facing minority group members . [ 12 ]",core_be,analytic_core_candidate,11,fit_gate,gum,core,core_be,FG056,50,50
gum|test|GUM_conversation_retirement-46|8,gum,test,en_gum-ud-test.conllu,GUM_conversation_retirement-46,8,mentioned,mention,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,could;have,be,1,_,_,_,2:nsubj:outer:point;3:cop:was;5:nsubj:I;6:aux:could;7:aux:have;9:obj:what;34:conj:said;44:punct:?,foil_copular_participle;foil_perfect,"The point was, I could have mentioned what was in the paper about him, that he was related and, you know, had business with Steitler, and I just said, and there's Doctor Duvall, you know?","The point was , I could have [[mentioned]] what was in the paper about him , that he was related and , you know , had business with Steitler , and I just said , and there 's Doctor Duvall , you know ?",foil_copular_participle,analytic_foil_candidate,17,fit_gate,gum,foil,foil_copular_participle,FG057,6,25
gum|test|GUM_essay_fear-29|10,gum,test,en_gum-ud-test.conllu,GUM_essay_fear-29,10,banked,bank,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,5,loophole,root,6:obl:that;8:nsubj:politicians;9:aux:have;15:obl:time,foil_participial_modifier;foil_perfect,Tribalism is the biological loophole that many politicians have banked on for a long time: tapping into our fears and tribal instincts.,Tribalism is the biological loophole that many politicians have [[banked]] on for a long time : tapping into our fears and tribal instincts .,foil_participial_modifier,analytic_foil_candidate,32,fit_gate,gum,foil,foil_participial_modifier,FG058,49,93
gum|test|GUM_speech_newzealand-24|4,gum,test,en_gum-ud-test.conllu,GUM_speech_newzealand-24,4,stepped,step,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:We;2:aux:have;3:advmod:also;5:compound:prt:up;8:obj:presence;12:punct:.,foil_perfect,We have also stepped up the health presence at our airports.,We have also [[stepped]] up the health presence at our airports .,foil_perfect,analytic_foil_candidate,33,fit_gate,gum,foil,foil_perfect,FG059,46,54
gum|test|GUM_voyage_oakland-3|21,gum,test,en_gum-ud-test.conllu,GUM_voyage_oakland-3,21,began,begin,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,2:advcl:overshadowed;16:nsubj:Oakland;17:aux:has;20:obl:years;23:xcomp:step;30:advcl:playing;52:punct:.,foil_perfect,"Often overshadowed by San Francisco, its larger neighbor lying directly to the west, Oakland has in recent years began to step out from under the shadows, playing upon the beautiful highlights of its own and its rise as the multicultural ""hipster' city of the Bay Area.","Often overshadowed by San Francisco , its larger neighbor lying directly to the west , Oakland has in recent years [[began]] to step out from under the shadows , playing upon the beautiful highlights of its own and its rise as the multicultural "" hipster ' city of the Bay Area .",foil_perfect,analytic_foil_candidate,19,fit_gate,gum,foil,foil_perfect,FG060,9,6
gum|test|GUM_voyage_vavau-30|23,gum,test,en_gum-ud-test.conllu,GUM_voyage_vavau-30,23,used,use,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,16,tree,conj,"17:punct:,;19:nsubj:pass:bark;22:aux:pass:is;25:advcl:make",core_be;passive_ledger,"Tropical vegetation includes the pandanus or screw pine, the casuarina, and the mulberry tree, the bark of which is used to make tapa cloth.","Tropical vegetation includes the pandanus or screw pine , the casuarina , and the mulberry tree , the bark of which is [[used]] to make tapa cloth .",core_be,analytic_core_candidate,53,fit_gate,gum,core,core_be,FG061,31,68
gum|test|GUM_whow_cactus-31|6,gum,test,en_gum-ud-test.conllu,GUM_whow_cactus-31,6,sheltered,shelter,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,2,sure,xcomp,4:nsubj:pass:spot;5:aux:pass:is;11:obl:winds,core_be;passive_ledger,Make sure the spot is sheltered from any cold winter winds.,Make sure the spot is [[sheltered]] from any cold winter winds .,core_be,analytic_core_candidate,22,fit_gate,gum,core,core_be,FG062,53,99
gum|train|GUM_academic_census-13|21,gum,train,en_gum-ud-train.conllu,GUM_academic_census-13,21,used,use,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,13,tended,root,18:cc:and;19:aux:have;20:advmod:instead;22:obj:samples;45:conj:focused,foil_perfect,"Because assembling such a full census is difficult, past studies have tended to avoid this task and have instead used samples of researchers [8 – 11], usually specific to a particular field [12 – 16], and often focused on the scientific elite [17, 18].","Because assembling such a full census is difficult , past studies have tended to avoid this task and have instead [[used]] samples of researchers [ 8 – 11 ] , usually specific to a particular field [ 12 – 16 ] , and often focused on the scientific elite [ 17 , 18 ] .",foil_perfect,analytic_foil_candidate,31,fit_gate,gum,foil,foil_perfect,FG063,34,78
gum|train|GUM_academic_lighting-37|8,gum,train,en_gum-ud-train.conllu,GUM_academic_lighting-37,8,discussed,discuss,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,will,_,1,_,_,_,2:nsubj:pass:aging;6:aux:will;7:aux:pass:be;11:obl:reactions;20:dep:4;22:punct:.,core_be;passive_ledger,Skin aging and skin cancer will be discussed as those reactions produced by prolonged or repeated UVR exposure [4].,Skin aging and skin cancer will be [[discussed]] as those reactions produced by prolonged or repeated UVR exposure [ 4 ] .,core_be,analytic_core_candidate,14,fit_gate,gum,core,core_be,FG064,51,52
gum|train|GUM_academic_mutation-10|15,gum,train,en_gum-ud-train.conllu,GUM_academic_mutation-10,15,done,do,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,5,copy,root,10:obl:which;12:nsubj:pass:change;13:aux:has;14:aux:pass:been,core_be;passive_ledger;peripheral_reduced_embedded,"A mutant is a copy of the system in which a change has been done that, in most cases, will lead to a behaviour different than expected.","A mutant is a copy of the system in which a change has been [[done]] that , in most cases , will lead to a behaviour different than expected .",core_be,analytic_core_candidate,28,fit_gate,gum,core,core_be,FG065,20,86
gum|train|GUM_academic_replication-8|19,gum,train,en_gum-ud-train.conllu,GUM_academic_replication-8,19,established,establish,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:obl:example;14:nsubj:pass:repository;18:aux:pass:was;21:obl:2011;23:conj:holds;49:dep:Marsden;64:punct:.,core_be;passive_ledger,"For example, the Instruments for Research into Second Languages (IRIS) repository (http://www.irisdatabase.org) was established in 2011 and holds, at the time of writing, over 3,800 materials that can be used for replication, among other purposes, in L2 research (Marsden & Mackey, 2014; Marsden, Mackey, & Plonsky, 2016).","For example , the Instruments for Research into Second Languages ( IRIS ) repository ( http://www.irisdatabase.org ) was [[established]] in 2011 and holds , at the time of writing , over 3,800 materials that can be used for replication , among other purposes , in L2 research ( Marsden & Mackey , 2014 ; Marsden , Mackey , & Plonsky , 2016 ) .",core_be,analytic_core_candidate,50,fit_gate,gum,core,core_be,FG066,32,8
gum|train|GUM_bio_bernoulli-45|3,gum,train,en_gum-ud-train.conllu,GUM_bio_bernoulli-45,3,exploited,exploit,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,_,_,_,1:nsubj:pass:This;2:aux:pass:is;6:obl:agent:wing;25:punct:.,core_be;passive_ledger,This is exploited by the wing of an aeroplane which is designed to create an area above its surface where the air velocity increases.,This is [[exploited]] by the wing of an aeroplane which is designed to create an area above its surface where the air velocity increases .,core_be,analytic_core_candidate,51,fit_gate,gum,core,core_be,FG067,38,30
gum|train|GUM_bio_gordon-8|26,gum,train,en_gum-ud-train.conllu,GUM_bio_gordon-8,26,become,become,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,22,Scotland,obl,"23:punct:,;24:nsubj:which;25:aux:had;27:xcomp:Calvinist",foil_participial_modifier;foil_perfect,"Gordon was brought up and remained a lifelong Roman Catholic, at a time when the Church was being persecuted in Scotland, which had become Calvinist.","Gordon was brought up and remained a lifelong Roman Catholic , at a time when the Church was being persecuted in Scotland , which had [[become]] Calvinist .",foil_participial_modifier,analytic_foil_candidate,2,fit_gate,gum,foil,foil_participial_modifier,FG068,96,18
gum|train|GUM_bio_hadid-6|3,gum,train,en_gum-ud-train.conllu,GUM_bio_hadid-6,3,described,describe,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,_,_,_,1:nsubj:pass:She;2:aux:pass:was;6:obl:agent:Guardian;12:obl:Queen,core_be;passive_ledger,"She was described by The Guardian of London as the 'Queen of the curve', who ""liberated architectural geometry, giving it a whole new expressive identity.""","She was [[described]] by The Guardian of London as the ' Queen of the curve ' , who "" liberated architectural geometry , giving it a whole new expressive identity . """,core_be,analytic_core_candidate,17,fit_gate,gum,core,core_be,FG069,40,64
gum|train|GUM_bio_padalecki-36|9,gum,train,en_gum-ud-train.conllu,GUM_bio_padalecki-36,9,born,bear,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:son;8:aux:pass:was;12:obl:19;15:punct:.,core_be;passive_ledger,"Their son, Thomas Colton Padalecki, was born on March 19, 2012.","Their son , Thomas Colton Padalecki , was [[born]] on March 19 , 2012 .",core_be,analytic_core_candidate,57,fit_gate,gum,core,core_be,FG070,8,70
gum|train|GUM_conversation_atoms-14|23,gum,train,en_gum-ud-train.conllu,GUM_conversation_atoms-14,23,seen,see,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,10,told,parataxis,"18:punct:,;19:cc:and;20:nsubj:you;21:aux:have;22:advmod:all;24:obj:water;25:xcomp:boil;27:obl:home;32:parataxis:familiar",foil_perfect,"This ice here of course is water, I told you there was water in this glass, and you have all seen water boil at home, so you are familiar with steam.","This ice here of course is water , I told you there was water in this glass , and you have all [[seen]] water boil at home , so you are familiar with steam .",foil_perfect,analytic_foil_candidate,15,fit_gate,gum,foil,foil_perfect,FG071,63,11
gum|train|GUM_conversation_blacksmithing-75|9,gum,train,en_gum-ud-train.conllu,GUM_conversation_blacksmithing-75,9,made,make,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,5,shoes,obj,6:nsubj:pass:that;7:aux:pass:were;8:advmod:already,core_be;passive_ledger,"We just put the shoes that were already made, on a horse.","We just put the shoes that were already [[made]] , on a horse .",core_be,analytic_core_candidate,16,fit_gate,gum,core,core_be,FG072,65,39
gum|train|GUM_conversation_erasmus-55|22,gum,train,en_gum-ud-train.conllu,GUM_conversation_erasmus-55,22,demanded,demand,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,18,everything,obj,"19:punct:,;20:nsubj:pass:that;21:aux:pass:is;24:obl:her",core_be;passive_ledger,"The whore reason prefers to submit to the Devil, adjusts to all situations, and proves everything, that is demanded of her.","The whore reason prefers to submit to the Devil , adjusts to all situations , and proves everything , that is [[demanded]] of her .",core_be,analytic_core_candidate,31,fit_gate,gum,core,core_be,FG073,99,80
gum|train|GUM_court_carpet-72|26,gum,train,en_gum-ud-train.conllu,GUM_court_carpet-72,26,told,tell,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,21,story,parataxis,"22:punct:,;23:obj:that;24:nsubj:you;25:aux:'ve;28:iobj:Roberts",foil_participial_modifier;foil_perfect,"Uh I do emphasize that I'm reading it, this is not evidence, this is only y- your story, that you've told Mr. Roberts.","Uh I do emphasize that I 'm reading it , this is not evidence , this is only y- your story , that you 've [[told]] Mr. Roberts .",foil_participial_modifier,analytic_foil_candidate,56,fit_gate,gum,foil,foil_participial_modifier,FG074,39,95
gum|train|GUM_court_fire-52|16,gum,train,en_gum-ud-train.conllu,GUM_court_fire-52,16,sought,seek,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have;should,be,1,_,_,_,1:cc:And;2:advmod:then;4:nsubj:outer:defense;5:cop:is;7:discourse:well;12:reparandum:have;13:nsubj:she;14:aux:should;15:aux:have;17:compound:prt:out;19:obj:routes;21:parataxis:number;23:punct:.,foil_copular_participle;foil_perfect,"And then their defense is, well, she shouldn't have she should have sought out alternative routes, number one.","And then their defense is , well , she should n't have she should have [[sought]] out alternative routes , number one .",foil_copular_participle,analytic_foil_candidate,41,fit_gate,gum,foil,foil_copular_participle,FG075,26,81
gum|train|GUM_court_fire-57|5,gum,train,en_gum-ud-train.conllu,GUM_court_fire-57,5,deadbolted,deadbolt,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,3:nsubj:pass:door;4:aux:pass:was;6:punct:.,core_be;passive_ledger,The front door was deadbolted.,The front door was [[deadbolted]] .,core_be,analytic_core_candidate,15,fit_gate,gum,core,core_be,FG076,59,72
gum|train|GUM_court_prince-54|45,gum,train,en_gum-ud-train.conllu,GUM_court_prince-54,45,allowed,allow,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,40,said,advcl,41:mark:that;42:nsubj:pass:we;43:aux:pass:were;44:advmod:not;47:xcomp:invoke,core_be;passive_ledger,"No, respectfully, Your Honor, that's not right, because what they claimed in their -- in their brief -- in their complaint, and this is at JA 120 to 121, was that they said that we were not allowed to invoke our copyright in the works.","No , respectfully , Your Honor , that 's not right , because what they claimed in their -- in their brief -- in their complaint , and this is at JA 120 to 121 , was that they said that we were not [[allowed]] to invoke our copyright in the works .",core_be,analytic_core_candidate,21,fit_gate,gum,core,core_be,FG077,56,75
gum|train|GUM_court_property-62|20,gum,train,en_gum-ud-train.conllu,GUM_court_property-62,20,stated,state,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,be,1,2,think,root,4:nsubj:outer:problem;5:aux:has;6:cop:been;7:mark:that;9:obl:many;18:nsubj:municipalities;19:aux:have;23:ccomp:'s,foil_copular_participle;foil_perfect,"I think the problem has been that in many of the cases that are cited, the municipalities have stated that there's no interest in the property because it's maintained on public land.","I think the problem has been that in many of the cases that are cited , the municipalities have [[stated]] that there 's no interest in the property because it 's maintained on public land .",foil_copular_participle,analytic_foil_candidate,5,fit_gate,gum,foil,foil_copular_participle,FG078,92,77
gum|train|GUM_fiction_pixies-39|19,gum,train,en_gum-ud-train.conllu,GUM_fiction_pixies-39,19,had,have,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,16,super,root,17:nsubj:we;18:aux:’ve,foil_participial_modifier;foil_perfect,"“On the other hand,” I said, “he’s the first super we’ve had who keeps the boiler, the door buzzers, and the electrical system in perfect working order.”","“ On the other hand , ” I said , “ he ’s the first super we ’ve [[had]] who keeps the boiler , the door buzzers , and the electrical system in perfect working order . ”",foil_participial_modifier,analytic_foil_candidate,38,fit_gate,gum,foil,foil_participial_modifier,FG079,10,10
gum|train|GUM_fiction_wedding-40|26,gum,train,en_gum-ud-train.conllu,GUM_fiction_wedding-40,26,become,become,VERB,VBN,advcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,14,flow,parataxis,15:aux:having;19:obl:counsel;29:xcomp:balm,foil_perfect,Prince Hermes: Now after humankind has suffered so much harm here I flow having by god’s counsel and with the help of art become a healing balm.,Prince Hermes : Now after humankind has suffered so much harm here I flow having by god ’s counsel and with the help of art [[become]] a healing balm .,foil_perfect,analytic_foil_candidate,7,fit_gate,gum,foil,foil_perfect,FG080,37,49
